101 findings in prompts.md

vendor/ImHex-Patterns/README.md:336:15 error MD060/table-column-style Table column style [Table pipe is missing space to the right for style "compact"]

vendor/ImHex-Patterns/README.md:350:63 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]

vendor/ImHex-Patterns/README.md:350:89 error MD060/table-column-style Table column style [Table pipe does not align with header for style "aligned"]


82 findings in CHANGELOG.md

CHANGELOG.md:13:81 error MD013/line-length Line length [Expected: 80; Actual: 291]

CHANGELOG.md:20:81 error MD013/line-length Line length [Expected: 80; Actual: 108]

CHANGELOG.md:22:81 error MD013/line-length Line length [Expected: 80; Actual: 118]

